Name,Race,Flavor,Positive effects,Negative effects,Medical effects
Sweet Nina,hybrid,"['Citrus', 'Flowery', 'Pungent']","['Relaxed', 'Euphoric', 'Happy', 'Focused']",['Dry Eyes'],"['Depression', 'Stress', 'Fatigue']"
Sweet Pebbles,hybrid,"['Sweet', 'Berry', 'Blueberry']","['Relaxed', 'Euphoric', 'Creative', 'Uplifted', 'Focused']",[],"['Depression', 'Pain', 'Cramps', 'Lack of Appetite', 'Inflammation']"
Sweet Tooth,indica,"['Sweet', 'Berry', 'Earthy']","['Relaxed', 'Hungry', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headaches']"
Sweet and Sour Widow,indica,"['Earthy', 'Sweet', 'Woody']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Fatigue']"
Swiss Bliss,hybrid,"['Sweet', 'Citrus', 'Earthy']","['Hungry', 'Euphoric', 'Happy', 'Creative', 'Giggly']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache']"
Swiss Gold,sativa,"['Citrus', 'Diesel', 'Berry']","['Relaxed', 'Hungry', 'Happy', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Headaches', 'Inflammation']"
Swiss Indica,indica,"['Pungent', 'Ammonia', 'Berry']","['Relaxed', 'Happy', 'Creative', 'Energetic', 'Tingly']",[],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Inflammation']"
Swiss Tsunami,sativa,"['Citrus', 'Earthy', 'Orange']","['Relaxed', 'Happy', 'Uplifted', 'Focused', 'Giggly']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headaches']"
THC Bomb,hybrid,"['Earthy', 'Citrus', 'Pine']","['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Eye Pressure']"
TJ's CBD,hybrid,"['Earthy', 'Woody', 'Pungent']","['Relaxed', 'Happy', 'Creative', 'Uplifted', 'Focused']",[],"['Depression', 'Pain', 'Stress', 'Headache', 'Fatigue', 'Inflammation']"
Tahoe Alien,hybrid,"['Sweet', 'Earthy', 'Pine']","['Relaxed', 'Hungry', 'Happy', 'Talkative', 'Giggly']",['Dry Mouth'],"['Depression', 'Pain', 'Stress', 'Nausea', 'Headaches']"
Tahoe Hydro Champagne,hybrid,"['Citrus', 'Earthy', 'Flowery']","['Euphoric', 'Happy', 'Energetic', 'Talkative', 'Uplifted']",['Dry Mouth'],"['Depression', 'Stress', 'Fatigue']"
Tahoe Hydro OG,hybrid,"['Pungent', 'Earthy', 'Pine']","['Relaxed', 'Euphoric', 'Happy', 'Tingly', 'Sleepy']",[],"['Depression', 'Pain', 'Stress', 'Eye Pressure', 'Muscle Spasms']"
Tahoe OG Kush,hybrid,"['Earthy', 'Pine', 'Pungent']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']"
Tahoe Purps,indica,"['Citrus', 'Earthy', 'Woody']","['Relaxed', 'Hungry', 'Creative']","['Dry Mouth', 'Anxious']",[]
Taliban Poison,indica,"['Diesel', 'Pine', 'Skunk']","['Relaxed', 'Hungry', 'Happy', 'Giggly', 'Aroused']","['Dizzy', 'Dry Mouth', 'Paranoid']","['Depression', 'Pain', 'Cramps', 'Nausea', 'Headache', 'Muscle Spasms']"
Tangelo,hybrid,"['Citrus', 'Earthy', 'Sweet']","['Euphoric', 'Happy', 'Energetic', 'Uplifted', 'Focused']","['Dry Mouth', 'Paranoid']","['Depression', 'Stress', 'Fatigue', 'Eye Pressure', 'Inflammation']"
Tangelo Kush,hybrid,"['Lemon', 'Sweet', 'Citrus']","['Relaxed', 'Talkative', 'Uplifted', 'Sleepy', 'Giggly']",[],"['Depression', 'Insomnia', 'Pain']"
Tangerine,hybrid,"['Orange', 'Citrus', 'Sweet']","['Relaxed', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Insomnia', 'Pain', 'Stress', 'Headache', 'Headaches', 'Inflammation']"
Tangerine Dream,hybrid,"['Citrus', 'Orange', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Headache', 'Headaches', 'Inflammation']"
Tangerine Haze,hybrid,"['Citrus', 'Orange', 'Sweet']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Headache', 'Fatigue', 'Eye Pressure']"
Tangerine Kush,indica,"['Citrus', 'Orange', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Headaches']"
Tangerine Man,sativa,"['Orange', 'Citrus', 'Pungent']","['Hungry', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']",[],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Fatigue']"
Tangerine Power,hybrid,"['Citrus', 'Orange', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headaches']"
Tangerine Sunrise,sativa,"['Citrus', 'Woody', 'Earthy']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Tingly']",[],"['Depression', 'Pain', 'Stress', 'Fatigue', 'Inflammation']"
Tangie,sativa,"['Citrus', 'Orange', 'Sweet']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']"
Tangie Dream,hybrid,"['Citrus', 'Orange', 'Sweet']","['Relaxed', 'Hungry', 'Euphoric', 'Creative', 'Talkative']",[],"['Insomnia', 'Eye Pressure']"
Tangier Chilly,hybrid,"['Citrus', 'Orange', 'Pine']","['Happy', 'Creative', 'Energetic', 'Talkative', 'Giggly']",[],[]
Tangilope,sativa,"['Sweet', 'Citrus', 'Orange']","['Relaxed', 'Happy', 'Talkative', 'Uplifted', 'Focused']","['Dry Mouth', 'Paranoid']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']"
Tango Kush,hybrid,"['Mango', 'Tropical', 'Citrus']","['Euphoric', 'Creative', 'Energetic', 'Focused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Anxious']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']"
Tembo Kush,hybrid,"['Woody', 'Sweet', 'Berry']","['Happy', 'Energetic', 'Uplifted', 'Sleepy', 'Focused']",[],['Fatigue']
Terminator OG,indica,"['Pine', 'Sweet', 'Earthy']","['Relaxed', 'Happy', 'Creative', 'Sleepy']",['Dry Mouth'],"['Insomnia', 'Pain', 'Stress', 'Cramps', 'Lack of Appetite']"
Tesla,hybrid,"['Pepper', 'Strawberry', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted']",['Dry Mouth'],"['Depression', 'Stress', 'Inflammation']"
Tesla Tower,sativa,"['Berry', 'Blueberry', 'Flowery']","['Relaxed', 'Creative', 'Energetic', 'Uplifted', 'Tingly']",[],"['Depression', 'Pain', 'Stress', 'Fatigue', 'Eye Pressure']"
Thai,sativa,"['Earthy', 'Pungent', 'Flowery']","['Relaxed', 'Happy', 'Energetic', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Headache', 'Fatigue', 'Headaches']"
Thai Girl,hybrid,"['Earthy', 'Honey', 'Pungent']","['Relaxed', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Stress', 'Nausea', 'Fatigue', 'Inflammation']"
Thai Haze,sativa,"['Pine', 'Pepper', 'Sweet']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Aroused']",['Anxious'],"['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Muscle Spasms']"
Thai Lights,hybrid,"['Earthy', 'Spicy/Herbal', 'Pine']","['Euphoric', 'Happy', 'Energetic', 'Uplifted', 'Focused']",['Dry Mouth'],"['Depression', 'Stress', 'Lack of Appetite', 'Fatigue', 'Headaches']"
Thai-Tanic,sativa,"['Earthy', 'Sweet', 'Woody']","['Energetic', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Insomnia', 'Pain', 'Stress', 'Nausea', 'Fatigue']"
The Black,indica,"['Earthy', 'Sweet', 'Woody']","['Relaxed', 'Euphoric', 'Happy', 'Sleepy', 'Focused']","['Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Inflammation']"
The Blintz,hybrid,"['Earthy', 'Lavender', 'Pungent']","['Happy', 'Creative', 'Energetic', 'Uplifted', 'Focused']",[],"['Pain', 'Cramps', 'Lack of Appetite', 'Nausea', 'Fatigue']"
The Blood,sativa,"['Earthy', 'Pungent', 'Tropical']","['Creative', 'Energetic', 'Uplifted', 'Focused', 'Aroused']",[],"['Depression', 'Stress', 'Lack of Appetite', 'Fatigue', 'Headaches']"
The Brotherhood,hybrid,"['Earthy', 'Sweet', 'Vanilla']","['Euphoric', 'Happy', 'Energetic', 'Aroused']","['Dry Mouth', 'Dry Eyes']","['Pain', 'Stress', 'Fatigue']"
The Cough,sativa,"['Pungent', 'Pine', 'Citrus']","['Euphoric', 'Happy', 'Energetic', 'Uplifted', 'Giggly']",[],"['Depression', 'Pain', 'Stress', 'Nausea', 'Fatigue']"
The Doctor,indica,"['Earthy', 'Citrus', 'Pungent']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']",[],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Inflammation']"
The Flav,hybrid,"['Flowery', 'Berry', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Stress', 'Lack of Appetite', 'Nausea', 'Headache', 'Headaches']"
The Grunk,hybrid,"['Grape', 'Skunk', 'Pungent']","['Euphoric', 'Happy', 'Creative', 'Energetic']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Lack of Appetite', 'Headache', 'Headaches']"
The Hog,indica,"['Woody', 'Sweet', 'Earthy']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Insomnia', 'Pain', 'Stress', 'Inflammation', 'Muscle Spasms']"
The OX,indica,"['Berry', 'Coffee', 'Pungent']","['Relaxed', 'Hungry', 'Euphoric', 'Creative', 'Sleepy']","['Dry Mouth', 'Paranoid', 'Dry Eyes']","['Pain', 'Stress', 'Cramps', 'Inflammation', 'Muscle Spasms']"
The One,hybrid,"['Earthy', 'Pungent', 'Pine']","['Relaxed', 'Euphoric', 'Happy', 'Sleepy', 'Giggly']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Nausea', 'Inflammation']"
The Ooze,indica,"['Apple', 'Spicy/Herbal', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Focused']",[],[]
The Sauce,hybrid,"['Earthy', 'Citrus', 'Lime']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Giggly']",[],"['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headaches']"
The Sheriff,hybrid,"['Earthy', 'Woody']","['Relaxed', 'Uplifted', 'Sleepy']",['Dry Eyes'],['Eye Pressure']
The Sister,indica,"['Sweet', 'Diesel', 'Skunk']","['Relaxed', 'Creative', 'Uplifted', 'Tingly', 'Aroused']",['Dry Mouth'],"['Depression', 'Insomnia', 'Pain', 'Lack of Appetite', 'Headaches']"
The Third Dimension,hybrid,"['Citrus', 'Sweet', 'Orange']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']",['Anxious'],"['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Muscle Spasms']"
The Truth,hybrid,"['Earthy', 'Berry', 'Woody']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Focused']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headaches']"
The Void,hybrid,"['Pungent', 'Cheese', 'Spicy/Herbal']","['Relaxed', 'Euphoric', 'Happy', 'Talkative', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Fatigue']"
The White,hybrid,"['Earthy', 'Pine', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']"
The Wife,hybrid,"['Sweet', 'Tree Fruit', 'Plum']","['Relaxed', 'Happy', 'Creative', 'Uplifted', 'Aroused']",[],"['Depression', 'Pain', 'Fatigue', 'Inflammation', 'Muscle Spasms']"
Thelonious Skunk,hybrid,"['Skunk', 'Citrus', 'Pungent']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted']",['Dry Eyes'],"['Depression', 'Insomnia', 'Pain', 'Stress']"
Thin Mint Girl Scout Cookies,hybrid,"['Minty', 'Sweet', 'Mint']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Nausea']"
Think Different,hybrid,"['Flowery', 'Tropical', 'Honey']","['Hungry', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Eye Pressure']"
Thor's Hammer,sativa,"['Pungent', 'Sweet', 'Citrus']","['Euphoric', 'Creative', 'Energetic', 'Uplifted', 'Tingly']","['Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Stress', 'Lack of Appetite', 'Fatigue', 'Inflammation']"
Throwback Kush,indica,"['Earthy', 'Woody']","['Relaxed', 'Hungry', 'Happy', 'Sleepy']",['Dry Mouth'],[]
Thunderbird Rose,sativa,"['Rose', 'Sweet', 'Earthy']","['Euphoric', 'Happy', 'Creative', 'Uplifted', 'Focused']",[],"['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']"
Thunderstruck,sativa,"['Sweet', 'Pine', 'Spicy/Herbal']","['Relaxed', 'Happy', 'Creative', 'Uplifted', 'Tingly']",[],"['Depression', 'Pain', 'Stress', 'Eye Pressure', 'Inflammation']"
Tickle Kush,hybrid,"['Apple', 'Berry', 'Apricot']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Giggly']",['Dry Mouth'],"['Depression', 'Pain', 'Stress', 'Fatigue']"
Tiger Woods,hybrid,"['Sweet', 'Flowery', 'Pungent']","['Euphoric', 'Happy', 'Tingly', 'Giggly']","['Dry Mouth', 'Paranoid']","['Depression', 'Stress', 'Lack of Appetite', 'Nausea']"
Tiger's Milk,indica,"['Honey', 'Earthy', 'Flowery']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headaches']"
Tigermelon,indica,['Sweet'],"['Relaxed', 'Happy']",[],[]
Tillamook Strawberry,hybrid,"['Strawberry', 'Sweet', 'Diesel']","['Hungry', 'Euphoric', 'Happy', 'Uplifted', 'Focused']",['Dry Mouth'],"['Depression', 'Insomnia', 'Lack of Appetite']"
Timewreck,sativa,"['Cheese', 'Sage', 'Sweet']","['Euphoric', 'Happy', 'Energetic', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Fatigue']"
Tina Danza,hybrid,"['Flowery', 'Pine']","['Relaxed', 'Hungry', 'Happy', 'Creative']",['Dry Eyes'],"['Depression', 'Insomnia', 'Stress', 'Lack of Appetite', 'Fatigue']"
Titan's Haze,sativa,"['Pungent', 'Skunk', 'Spicy/Herbal']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Tingly']",[],"['Depression', 'Pain', 'Cramps', 'Inflammation']"
Tokyo OG,hybrid,"['Pine', 'Lemon', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headaches']"
Tommy's Home Grown,hybrid,"['Earthy', 'Nutty', 'Spicy/Herbal']","['Relaxed', 'Happy', 'Creative', 'Energetic', 'Focused']",[],"['Depression', 'Stress', 'Lack of Appetite']"
Tora Bora,indica,"['Earthy', 'Spicy/Herbal', 'Pine']","['Relaxed', 'Euphoric', 'Happy', 'Tingly', 'Sleepy']","['Dry Mouth', 'Paranoid', 'Dry Eyes']","['Insomnia', 'Pain', 'Stress', 'Inflammation', 'Muscle Spasms']"
Toxic Punch,hybrid,"['Pine', 'Berry', 'Citrus']","['Relaxed', 'Hungry', 'Happy', 'Energetic', 'Uplifted']",[],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']"
Training Day,indica,"['Earthy', 'Pine', 'Pungent']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Muscle Spasms']"
Trainwreck,hybrid,"['Earthy', 'Pine', 'Citrus']","['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headaches']"
Tranquil Elephantizer: Remix,indica,"['Earthy', 'Pepper', 'Woody']","['Relaxed', 'Hungry', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Insomnia', 'Pain', 'Stress', 'Cramps', 'Nausea']"
Trash,hybrid,"['Earthy', 'Berry', 'Citrus']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Focused']",[],"['Depression', 'Pain', 'Stress', 'Nausea', 'Inflammation']"
Travel Joint,hybrid,"['Lemon', 'Lime', 'Earthy']","['Happy', 'Creative', 'Energetic', 'Uplifted', 'Aroused']",[],"['Depression', 'Stress', 'Nausea', 'Fatigue', 'Inflammation']"
Treasure Island,hybrid,"['Earthy', 'Flowery', 'Lavender']","['Relaxed', 'Happy', 'Energetic', 'Focused']",['Dry Mouth'],"['Depression', 'Pain', 'Stress', 'Headaches', 'Inflammation']"
Tree of Life,hybrid,"['Earthy', 'Spicy/Herbal', 'Woody']","['Relaxed', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Cramps', 'Nausea']"
Tres Dawg,hybrid,"['Citrus', 'Pungent', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']"
Triangle Kush,indica,"['Earthy', 'Pine', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Dizzy', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Headaches']"
Trident,hybrid,"['Pungent', 'Earthy', 'Citrus']","['Relaxed', 'Happy', 'Uplifted', 'Tingly', 'Sleepy']",[],"['Depression', 'Pain', 'Stress', 'Inflammation', 'Muscle Spasms']"
Trifecta,hybrid,['Skunk'],"['Relaxed', 'Hungry', 'Euphoric', 'Uplifted', 'Tingly']","['Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache']"
Trinity,sativa,"['Pungent', 'Earthy', 'Skunk']","['Relaxed', 'Euphoric', 'Happy', 'Focused', 'Aroused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headache', 'Headaches']"
Triple Cheese,indica,"['Cheese', 'Pungent', 'Sweet']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']",['Dry Eyes'],"['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']"
Triple Diesel,sativa,"['Diesel', 'Sweet', 'Tropical']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Pain', 'Lack of Appetite', 'Headaches', 'Eye Pressure', 'Muscle Spasms']"
Trix,sativa,"['Sweet', 'Berry', 'Grape']","['Happy', 'Energetic', 'Talkative', 'Uplifted']",['Anxious'],"['Depression', 'Stress', 'Fatigue', 'Spasticity']"
Tropic Thunder,hybrid,"['Tropical', 'Grapefruit', 'Sweet']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']",[],"['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']"
Tropical Tang,hybrid,"['Citrus', 'Apricot', 'Skunk']","['Relaxed', 'Euphoric', 'Happy', 'Focused']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Headache', 'Fatigue', 'Headaches']"
Tropicali,hybrid,"['Tropical', 'Orange', 'Citrus']","['Relaxed', 'Hungry', 'Euphoric', 'Energetic', 'Uplifted']","['Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Headaches']"
True OG,indica,"['Earthy', 'Pungent', 'Pine']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Inflammation']"
Truffle Butter,indica,"['Chestnut', 'Coffee', 'Sweet']","['Euphoric', 'Aroused']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Insomnia', 'Pain', 'Stress', 'Fatigue', 'Inflammation']"
Truth Serum,hybrid,"['Spicy/Herbal', 'Citrus', 'Earthy']","['Relaxed', 'Happy', 'Energetic', 'Talkative', 'Giggly']",[],"['Stress', 'Lack of Appetite']"
Tuna Kush,indica,"['Skunk', 'Pungent', 'Sweet']","['Relaxed', 'Hungry', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Stress', 'Lack of Appetite', 'Nausea', 'Fatigue']"
Turbo Mind Warp,hybrid,"['Spicy/Herbal', 'Earthy', 'Flowery']","['Hungry', 'Euphoric', 'Happy', 'Uplifted', 'Focused']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headaches']"
Tutankhamon,sativa,"['Skunk', 'Pungent', 'Sweet']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Nausea', 'Inflammation']"
Tutti Frutti,hybrid,"['Sweet', 'Tropical', 'Berry']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Energetic']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Headache', 'Fatigue', 'Eye Pressure']"
Twista,sativa,"['Sweet', 'Citrus', 'Earthy']","['Hungry', 'Happy', 'Creative', 'Energetic']","['Dry Mouth', 'Anxious']","['Depression', 'Stress', 'Fatigue', 'Headaches', 'Eye Pressure']"
Twisted Citrus,sativa,"['Citrus', 'Orange', 'Lemon']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']",[],"['Depression', 'Stress', 'Lack of Appetite', 'Headaches', 'Inflammation']"
Tyson,indica,"['Earthy', 'Pungent', 'Berry']","['Relaxed', 'Hungry', 'Euphoric', 'Sleepy']",['Dry Mouth'],"['Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Muscle Spasms']"
U2 Kush,indica,"['Lavender', 'Sweet', 'Woody']","['Hungry', 'Uplifted', 'Tingly', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache']"
UK Cheese,hybrid,"['Cheese', 'Earthy', 'Pungent']","['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache']"
UW,indica,"['Earthy', 'Flowery', 'Butter']","['Relaxed', 'Happy', 'Talkative', 'Tingly', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Muscle Spasms']"
Ultimate Trainwreck,sativa,"['Tropical', 'Sweet', 'Apple']","['Euphoric', 'Energetic', 'Talkative', 'Uplifted', 'Aroused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headache', 'Fatigue']"
Ultra Banana,indica,"['Ammonia', 'Butter', 'Earthy']","['Hungry', 'Giggly']","['Dizzy', 'Dry Mouth', 'Dry Eyes']",[]
Ultra Sonja,hybrid,"['Blue Cheese', 'Pungent', 'Cheese']","['Relaxed', 'Happy', 'Uplifted', 'Sleepy', 'Aroused']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Stress', 'Lack of Appetite', 'Headache', 'Fatigue', 'Headaches']"
Ultra Sour,sativa,"['Diesel', 'Lemon', 'Pine']","['Relaxed', 'Hungry', 'Happy', 'Creative', 'Uplifted']",['Dry Mouth'],"['Depression', 'Stress', 'Lack of Appetite', 'Fatigue']"
UltraViolet OG,indica,"['Flowery', 'Berry', 'Pungent']","['Relaxed', 'Creative', 'Uplifted', 'Tingly']",['Dry Mouth'],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Headaches']"
Urkle Train Haze,hybrid,"['Sweet', 'Grape', 'Pine']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Focused']",['Dry Eyes'],"['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Nausea']"
