Name,Brand,Rating,Price,Race,Flavor,Dominance,THC,CBD,Terpenes,"Calm/Energize [-1,1]",Positive effects,Positive effects (reviews),Negative effects,Medical effects (reviews),Medical effects,Negative effects (reviews)
Death Star,Giving Tree Dispensary,5.0,,indica,"['Earthy', 'Diesel', 'Pungent']",THC Dominant,14–21% THC,< 1% CBD,"['Caryophyllene', 'Myrcene', 'Limonene']",-0.7814,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 69%', 'Euphoric 54%', 'Happy 48%', 'Sleepy 43%', 'Uplifted 33%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 39%', 'Pain 36%', 'Anxiety 29%', 'Insomnia 27%', 'Depression 23%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Muscle Spasms']","['Dry mouth 30%', 'Dry eyes 17%', 'Dizzy 7%', 'Paranoid 4%', 'Anxious 3%']"
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,hybrid,"['Blueberry', 'Sweet', 'Berry']",THC Dominant,,,,-0.0981,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Relaxed 64%', 'Happy 60%', 'Uplifted 46%', 'Euphoric 35%', 'Giggly 21%']","['Dry Mouth', 'Dry Eyes', 'Anxious']","['Stress 37%', 'Pain 35%', 'Depression 23%', 'Insomnia 23%', 'Anxiety 21%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Fatigue']","['Dry mouth 23%', 'Dry eyes 12%', 'Anxious 1%', 'Dizzy 1%', 'Headache 1%']"
Face Off OG,Sira Naturals,,,indica,"['Pine', 'Citrus', 'Pungent']",THC Dominant,16–23% THC,< 1% CBD,"['Myrcene', 'Limonene', 'Caryophyllene']",-0.8705,"['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']","['Relaxed 77%', 'Euphoric 57%', 'Happy 52%', 'Sleepy 47%', 'Focused 26%']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Pain 47%', 'Stress 41%', 'Depression 37%', 'Insomnia 31%', 'Anxiety 31%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']","['Dry mouth 32%', 'Dizzy 14%', 'Dry eyes 14%', 'Anxious 4%', 'Paranoid 3%']"
Mango Kush,WE OG,,,hybrid,"['Mango', 'Tropical', 'Sweet']",THC Dominant,16–21% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Pinene']",0.0701,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Giggly']","['Happy 62%', 'Relaxed 50%', 'Euphoric 46%', 'Uplifted 40%', 'Giggly 34%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Stress 35%', 'Anxiety 25%', 'Depression 22%', 'Pain 20%', 'Insomnia 15%']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Headaches']","['Dry mouth 35%', 'Dry eyes 23%', 'Dizzy 9%', 'Paranoid 7%', 'Headache 4%']"
Salmon River OG,Strane,,,indica,"['Pungent', 'Earthy', 'Spicy/Herbal']",THC Dominant,15–18% THC,< 1% CBD,,-0.9283,"['Relaxed', 'Happy', 'Talkative', 'Sleepy']","['Relaxed 72%', 'Sleepy 37%', 'Euphoric 34%', 'Happy 30%', 'Uplifted 22%']",['Dry Mouth'],"['Anxiety 33%', 'Stress 31%', 'Depression 30%', 'Pain 28%', 'Insomnia 21%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Muscle Spasms']","['Dry mouth 15%', 'Dry eyes 12%', 'Anxious 1%', 'Dizzy 1%', 'Headache 1%']"
Critical Kush (CBD),Simply Crafted,4.9,25.0,indica,"['Earthy', 'Pungent', 'Woody']",THC Dominant,15–20% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.8753,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 79%', 'Happy 54%', 'Sleepy 47%', 'Euphoric 41%', 'Uplifted 30%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 36%', 'Pain 33%', 'Insomnia 29%', 'Depression 28%', 'Anxiety 27%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']","['Dry mouth 32%', 'Dry eyes 19%', 'Dizzy 7%', 'Anxious 4%', 'Paranoid 3%']"
Wedding Cake,Western Cultured by Hannah Industries,,,hybrid,"['Sweet', 'Earthy', 'Pungent']",THC Dominant,17–24% THC,< 1% CBD,"['Limonene', 'Caryophyllene', 'Myrcene']",-0.3269,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Relaxed 54%', 'Happy 47%', 'Euphoric 38%', 'Uplifted 33%', 'Hungry 20%']","['Paranoid', 'Dry Eyes', 'Anxious']","['Stress 21%', 'Depression 17%', 'Anxiety 14%', 'Pain 14%', 'Insomnia 9%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache']","['Dry mouth 17%', 'Dry eyes 8%', 'Dizzy 5%', 'Anxious 2%', 'Paranoid 1%']"
White Buffalo ,Good Earth Cannabis,,,sativa,"['Sweet', 'Berry', 'Spicy/Herbal']",THC Dominant,16–19% THC,< 1% CBD,"['Caryophyllene', 'Myrcene', 'Limonene']",0.8245,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Euphoric 52%', 'Uplifted 46%', 'Happy 45%', 'Relaxed 39%', 'Energetic 36%']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Stress 26%', 'Depression 24%', 'Anxiety 21%', 'Pain 14%', 'Fatigue 13%']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']","['Dry mouth 20%', 'Dry eyes 8%', 'Anxious 7%', 'Dizzy 4%', 'Headache 2%']"
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,,,THC Dominant,16–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",0.1455,,"['Happy 61%', 'Relaxed 58%', 'Euphoric 53%', 'Uplifted 46%', 'Creative 34%']",,"['Stress 35%', 'Depression 27%', 'Pain 26%', 'Anxiety 26%', 'Insomnia 14%']",,"['Dry mouth 26%', 'Dry eyes 14%', 'Dizzy 5%', 'Paranoid 5%', 'Anxious 4%']"
Memory Loss,Sugarleaf,,,sativa,"['Earthy', 'Woody', 'Citrus']",THC Dominant,19–23% THC,< 1% CBD,,0.7979999999999999,"['Hungry', 'Euphoric', 'Talkative', 'Uplifted']","['Happy 48%', 'Uplifted 48%', 'Euphoric 44%', 'Creative 36%', 'Relaxed 34%']","['Dry Mouth', 'Anxious']","['Stress 38%', 'Pain 29%', 'Depression 25%', 'Anxiety 21%', 'Fatigue 19%']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Muscle Spasms']","['Dry mouth 19%', 'Anxious 8%', 'Dry eyes 8%', 'Headache 2%', 'Paranoid 2%']"
CBD Critical Mass,Harmony Grow,4.5,,,,Balanced THC/CBD,4–7% THC,8–10% CBD,"['Myrcene', 'Pinene', 'Caryophyllene']",-0.7558,,"['Relaxed 75%', 'Happy 47%', 'Sleepy 36%', 'Uplifted 34%', 'Euphoric 25%']",,"['Anxiety 50%', 'Pain 45%', 'Stress 40%', 'Inflammation 34%', 'Depression 27%']",,"['Dry mouth 20%', 'Dry eyes 6%', 'Dizzy 4%']"
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,hybrid,"['Blueberry', 'Sweet', 'Berry']",THC Dominant,,,,-0.0981,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Relaxed 64%', 'Happy 60%', 'Uplifted 46%', 'Euphoric 35%', 'Giggly 21%']","['Dry Mouth', 'Dry Eyes', 'Anxious']","['Stress 37%', 'Pain 35%', 'Depression 23%', 'Insomnia 23%', 'Anxiety 21%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Fatigue']","['Dry mouth 23%', 'Dry eyes 12%', 'Anxious 1%', 'Dizzy 1%', 'Headache 1%']"
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,hybrid,"['Blueberry', 'Sweet', 'Berry']",THC Dominant,,,,-0.0981,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Relaxed 64%', 'Happy 60%', 'Uplifted 46%', 'Euphoric 35%', 'Giggly 21%']","['Dry Mouth', 'Dry Eyes', 'Anxious']","['Stress 37%', 'Pain 35%', 'Depression 23%', 'Insomnia 23%', 'Anxiety 21%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Fatigue']","['Dry mouth 23%', 'Dry eyes 12%', 'Anxious 1%', 'Dizzy 1%', 'Headache 1%']"
Critical Kush (CBD),Simply Crafted,4.9,25.0,indica,"['Earthy', 'Pungent', 'Woody']",THC Dominant,15–20% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.8753,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 79%', 'Happy 54%', 'Sleepy 47%', 'Euphoric 41%', 'Uplifted 30%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 36%', 'Pain 33%', 'Insomnia 29%', 'Depression 28%', 'Anxiety 27%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']","['Dry mouth 32%', 'Dry eyes 19%', 'Dizzy 7%', 'Anxious 4%', 'Paranoid 3%']"
Blue Dream,Giving Tree Dispensary,,,hybrid,"['Blueberry', 'Sweet', 'Berry']",THC Dominant,16–20% THC,< 1% CBD,"['Myrcene', 'Pinene', 'Caryophyllene']",0.4579,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Happy 59%', 'Euphoric 53%', 'Relaxed 50%', 'Uplifted 49%', 'Creative 39%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 38%', 'Anxiety 30%', 'Depression 28%', 'Pain 28%', 'Insomnia 14%']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']","['Dry mouth 31%', 'Dry eyes 16%', 'Paranoid 7%', 'Dizzy 6%', 'Anxious 4%']"
Mimosa,Gold Leaf Gardens,,,,,THC Dominant,18–22% THC,< 1% CBD,"['Myrcene', 'Pinene', 'Limonene']",0.8487,,"['Happy 41%', 'Uplifted 39%', 'Focused 36%', 'Energetic 34%', 'Relaxed 32%']",,"['Depression 19%', 'Stress 19%', 'Anxiety 16%', 'Pain 13%', 'Fatigue 12%']",,"['Dry mouth 10%', 'Dry eyes 9%', 'Anxious 2%', 'Dizzy 2%', 'Paranoid 1%']"
Critical Kush (CBD),Simply Crafted,4.9,25.0,indica,"['Earthy', 'Pungent', 'Woody']",THC Dominant,15–20% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.8753,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 79%', 'Happy 54%', 'Sleepy 47%', 'Euphoric 41%', 'Uplifted 30%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 36%', 'Pain 33%', 'Insomnia 29%', 'Depression 28%', 'Anxiety 27%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']","['Dry mouth 32%', 'Dry eyes 19%', 'Dizzy 7%', 'Anxious 4%', 'Paranoid 3%']"
Blueberry,Forbidden Farms,,,indica,"['Blueberry', 'Berry', 'Sweet']",THC Dominant,14–19% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Pinene']",-0.7335,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 62%', 'Happy 54%', 'Euphoric 47%', 'Sleepy 39%', 'Uplifted 32%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Stress 40%', 'Pain 32%', 'Anxiety 29%', 'Insomnia 25%', 'Depression 23%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Headaches']","['Dry mouth 30%', 'Dry eyes 18%', 'Dizzy 7%', 'Paranoid 4%', 'Headache 3%']"
Quantum Kush,Avitas,,,sativa,"['Earthy', 'Sweet', 'Pungent']",THC Dominant,16–21% THC,< 1% CBD,"['Limonene', 'Caryophyllene', 'Myrcene']",0.7297,"['Relaxed', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Happy 64%', 'Uplifted 61%', 'Euphoric 60%', 'Relaxed 57%', 'Energetic 44%']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Depression 32%', 'Stress 32%', 'Anxiety 26%', 'Pain 17%', 'Fatigue 15%']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Fatigue']","['Dry mouth 21%', 'Dry eyes 12%', 'Dizzy 9%', 'Anxious 2%', 'Headache 2%']"
Chupacabra,Emerald Valley Growers,,,hybrid,"['Earthy', 'Vanilla', 'Nutty']",THC Dominant,17–21% THC,< 1% CBD,,-0.0207,"['Relaxed', 'Happy', 'Energetic', 'Uplifted', 'Focused']","['Happy 112%', 'Relaxed 100%', 'Euphoric 75%', 'Focused 75%', 'Creative 68%']",[],"['Stress 106%', 'Depression 62%', 'Insomnia 43%', 'Pain 43%', 'PTSD 25%']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headaches']","['Dry mouth 31%', 'Anxious 12%', 'Headache 12%']"
Blurple,LivWell,,,hybrid,"['Pepper', 'Tobacco', 'Sweet']",THC Dominant,,,,-0.275,"['Euphoric', 'Happy', 'Energetic', 'Focused', 'Giggly']","['Relaxed 54%', 'Happy 50%', 'Euphoric 41%', 'Hungry 33%', 'Focused 29%']",['Dry Mouth'],"['Stress 29%', 'Anxiety 25%', 'Nausea 20%', 'Pain 20%', 'Depression 16%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea']","['Dry mouth 20%', 'Anxious 8%', 'Dizzy 8%', 'Dry eyes 8%', 'Headache 8%']"
Kosher Kush,AZ Nectar Farms,,,indica,"['Earthy', 'Pungent', 'Pine']",THC Dominant,18–22% THC,< 1% CBD,"['Myrcene', 'Limonene', 'Caryophyllene']",-0.9188,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 66%', 'Sleepy 51%', 'Happy 44%', 'Euphoric 42%', 'Hungry 25%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Stress 35%', 'Insomnia 33%', 'Pain 32%', 'Anxiety 26%', 'Depression 21%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Muscle Spasms']","['Dry mouth 30%', 'Dry eyes 15%', 'Dizzy 6%', 'Paranoid 3%', 'Anxious 1%']"
Pure Kush,BG Family Farms,,,indica,"['Earthy', 'Skunk', 'Pungent']",THC Dominant,15–19% THC,< 1% CBD,,-0.9095,"['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']","['Relaxed 61%', 'Sleepy 54%', 'Happy 53%', 'Euphoric 47%', 'Hungry 34%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Insomnia 46%', 'Stress 46%', 'Pain 43%', 'Anxiety 33%', 'Nausea 19%']","['Insomnia', 'Stress', 'Cramps', 'Lack of Appetite', 'Nausea', 'Headache']","['Dry mouth 32%', 'Dry eyes 20%', 'Paranoid 7%', 'Dizzy 6%', 'Headache 3%']"
Zkittlez (CBD),Simply Crafted,5.0,25.0,indica,"['Sweet', 'Berry', 'Grape']",THC Dominant,16–20% THC,< 1% CBD,"['Caryophyllene', 'Humulene', 'Linalool']",-0.6124,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 48%', 'Happy 30%', 'Euphoric 27%', 'Uplifted 23%', 'Sleepy 20%']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Stress 19%', 'Depression 16%', 'Anxiety 16%', 'Pain 14%', 'Insomnia 10%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache']","['Dry mouth 17%', 'Dry eyes 9%', 'Headache 3%', 'Dizzy 3%', 'Anxious 2%']"
Zkittlez (CBD),Simply Crafted,5.0,25.0,indica,"['Sweet', 'Berry', 'Grape']",THC Dominant,16–20% THC,< 1% CBD,"['Caryophyllene', 'Humulene', 'Linalool']",-0.6124,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 48%', 'Happy 30%', 'Euphoric 27%', 'Uplifted 23%', 'Sleepy 20%']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Stress 19%', 'Depression 16%', 'Anxiety 16%', 'Pain 14%', 'Insomnia 10%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache']","['Dry mouth 17%', 'Dry eyes 9%', 'Headache 3%', 'Dizzy 3%', 'Anxious 2%']"
Dark Blue Dream,Terrapin Care Station,4.7,,hybrid,"['Sweet', 'Berry', 'Earthy']",THC Dominant,,,,0.6069,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Happy 59%', 'Euphoric 42%', 'Uplifted 42%', 'Relaxed 40%', 'Energetic 33%']",[],"['Depression 33%', 'Stress 33%', 'Anxiety 33%', 'Pain 28%', 'PTSD 21%']","['Depression', 'Stress', 'Lack of Appetite', 'Fatigue', 'Headaches']","['Dry mouth 21%', 'Anxious 9%', 'Dry eyes 9%', 'Paranoid 9%', 'Dizzy 2%']"
Zkittlez (CBD),Simply Crafted,5.0,25.0,indica,"['Sweet', 'Berry', 'Grape']",THC Dominant,16–20% THC,< 1% CBD,"['Caryophyllene', 'Humulene', 'Linalool']",-0.6124,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 48%', 'Happy 30%', 'Euphoric 27%', 'Uplifted 23%', 'Sleepy 20%']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Stress 19%', 'Depression 16%', 'Anxiety 16%', 'Pain 14%', 'Insomnia 10%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache']","['Dry mouth 17%', 'Dry eyes 9%', 'Headache 3%', 'Dizzy 3%', 'Anxious 2%']"
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,hybrid,"['Blueberry', 'Sweet', 'Berry']",THC Dominant,,,,-0.0981,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Relaxed 64%', 'Happy 60%', 'Uplifted 46%', 'Euphoric 35%', 'Giggly 21%']","['Dry Mouth', 'Dry Eyes', 'Anxious']","['Stress 37%', 'Pain 35%', 'Depression 23%', 'Insomnia 23%', 'Anxiety 21%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Fatigue']","['Dry mouth 23%', 'Dry eyes 12%', 'Anxious 1%', 'Dizzy 1%', 'Headache 1%']"
Orange Cookies,High Grade AZ,,,hybrid,"['Orange', 'Citrus', 'Sweet']",THC Dominant,16–20% THC,< 1% CBD,"['Terpinolene', 'Myrcene', 'Caryophyllene']",0.1736,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Relaxed 59%', 'Happy 55%', 'Euphoric 45%', 'Uplifted 45%', 'Creative 30%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Stress 25%', 'Depression 22%', 'Anxiety 19%', 'Pain 16%', 'Lack of appetite 10%']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headache', 'Muscle Spasms']","['Dry mouth 20%', 'Dry eyes 13%', 'Dizzy 3%', 'Anxious 3%', 'Paranoid 3%']"
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,,,THC Dominant,18–22% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.3794,,"['Relaxed 68%', 'Happy 55%', 'Euphoric 52%', 'Uplifted 40%', 'Sleepy 28%']",,"['Stress 32%', 'Pain 26%', 'Depression 25%', 'Anxiety 23%', 'Insomnia 19%']",,"['Dry mouth 26%', 'Dry eyes 13%', 'Dizzy 5%', 'Paranoid 4%', 'Anxious 4%']"
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,,,THC Dominant,18–22% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.3794,,"['Relaxed 68%', 'Happy 55%', 'Euphoric 52%', 'Uplifted 40%', 'Sleepy 28%']",,"['Stress 32%', 'Pain 26%', 'Depression 25%', 'Anxiety 23%', 'Insomnia 19%']",,"['Dry mouth 26%', 'Dry eyes 13%', 'Dizzy 5%', 'Paranoid 4%', 'Anxious 4%']"
Blackberry Fire,Copperstate Farms,,,,,THC Dominant,16–18% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",,,,,,,
Bubba Kush,Good Earth Cannabis,,,indica,"['Earthy', 'Sweet', 'Pungent']",THC Dominant,14–19% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.8467,"['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']","['Relaxed 63%', 'Sleepy 52%', 'Happy 51%', 'Euphoric 46%', 'Hungry 36%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Stress 39%', 'Pain 36%', 'Insomnia 32%', 'Anxiety 29%', 'Depression 21%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache']","['Dry mouth 39%', 'Dry eyes 22%', 'Dizzy 9%', 'Paranoid 7%', 'Headache 4%']"
Critical Kush (CBD),Simply Crafted,4.9,25.0,indica,"['Earthy', 'Pungent', 'Woody']",THC Dominant,15–20% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.8753,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 79%', 'Happy 54%', 'Sleepy 47%', 'Euphoric 41%', 'Uplifted 30%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 36%', 'Pain 33%', 'Insomnia 29%', 'Depression 28%', 'Anxiety 27%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']","['Dry mouth 32%', 'Dry eyes 19%', 'Dizzy 7%', 'Anxious 4%', 'Paranoid 3%']"
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,,,THC Dominant,18–22% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.3794,,"['Relaxed 68%', 'Happy 55%', 'Euphoric 52%', 'Uplifted 40%', 'Sleepy 28%']",,"['Stress 32%', 'Pain 26%', 'Depression 25%', 'Anxiety 23%', 'Insomnia 19%']",,"['Dry mouth 26%', 'Dry eyes 13%', 'Dizzy 5%', 'Paranoid 4%', 'Anxious 4%']"
Do-Si-Dos,Zion Gardens,4.9,,indica,"['Earthy', 'Sweet', 'Pungent']",THC Dominant,18–22% THC,< 1% CBD,"['Limonene', 'Caryophyllene', 'Linalool']",-0.8475,"['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']","['Relaxed 59%', 'Euphoric 38%', 'Happy 37%', 'Sleepy 33%', 'Uplifted 26%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 27%', 'Pain 22%', 'Anxiety 22%', 'Insomnia 20%', 'Depression 17%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']","['Dry mouth 18%', 'Dry eyes 10%', 'Dizzy 6%', 'Paranoid 2%', 'Anxious 1%']"
Mother Tongue,Western Cultured by Hannah Industries,,,sativa,"['Berry', 'Tropical', 'Sweet']",THC Dominant,15–19% THC,< 1% CBD,,0.9848,"['Euphoric', 'Happy', 'Creative', 'Energetic', 'Focused']",,[],,"['Insomnia', 'Pain', 'Stress', 'Headaches', 'Inflammation']",
Blueberry,Arizona Organix,,,indica,"['Blueberry', 'Berry', 'Sweet']",THC Dominant,14–19% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Pinene']",-0.7335,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 62%', 'Happy 54%', 'Euphoric 47%', 'Sleepy 39%', 'Uplifted 32%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Stress 40%', 'Pain 32%', 'Anxiety 29%', 'Insomnia 25%', 'Depression 23%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Headaches']","['Dry mouth 30%', 'Dry eyes 18%', 'Dizzy 7%', 'Paranoid 4%', 'Headache 3%']"
Sour Diesel,Western Cultured by Hannah Industries,,,,,THC Dominant,16–20% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",0.8822,,"['Happy 61%', 'Uplifted 53%', 'Euphoric 53%', 'Energetic 49%', 'Creative 42%']",,"['Stress 38%', 'Depression 28%', 'Anxiety 28%', 'Pain 23%', 'Fatigue 13%']",,"['Dry mouth 34%', 'Dry eyes 19%', 'Paranoid 10%', 'Dizzy 8%', 'Headache 5%']"
Original Glue (GG4),RGL Private Reserve,,,,,THC Dominant,18–22% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.3794,,"['Relaxed 68%', 'Happy 55%', 'Euphoric 52%', 'Uplifted 40%', 'Sleepy 28%']",,"['Stress 32%', 'Pain 26%', 'Depression 25%', 'Anxiety 23%', 'Insomnia 19%']",,"['Dry mouth 26%', 'Dry eyes 13%', 'Dizzy 5%', 'Paranoid 4%', 'Anxious 4%']"
Golden Lemon,Sky Cannabis,,,hybrid,"['Lemon', 'Citrus', 'Flowery']",THC Dominant,19–23% THC,< 1% CBD,"['Terpinolene', 'Myrcene', 'Caryophyllene']",-0.1821,"['Relaxed', 'Euphoric', 'Happy', 'Tingly', 'Giggly']","['Relaxed 78%', 'Happy 62%', 'Euphoric 60%', 'Uplifted 48%', 'Creative 25%']",[],"['Anxiety 29%', 'Depression 28%', 'Stress 27%', 'Insomnia 18%', 'Pain 18%']",[],"['Dry mouth 29%', 'Dry eyes 14%', 'Anxious 6%', 'Dizzy 4%', 'Paranoid 2%']"
Cherry OG,House of Cultivar,,,hybrid,"['Berry', 'Earthy', 'Diesel']",THC Dominant,16–21% THC,< 1% CBD,"['Limonene', 'Caryophyllene', 'Myrcene']",0.0053,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Relaxed 60%', 'Happy 59%', 'Euphoric 54%', 'Uplifted 41%', 'Hungry 34%']","['Dry Mouth', 'Anxious']","['Stress 28%', 'Depression 25%', 'Anxiety 21%', 'Pain 20%', 'Lack of appetite 11%']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Muscle Spasms']","['Dry mouth 22%', 'Anxious 7%', 'Paranoid 7%', 'Dizzy 6%', 'Headache 5%']"
Crater Lake,Maine Cannabis Exchange,,,hybrid,"['Citrus', 'Pine', 'Pungent']",THC Dominant,18–20% THC,< 1% CBD,,0.759,"['Relaxed', 'Euphoric', 'Happy', 'Talkative', 'Uplifted']",,['Dry Mouth'],,"['Depression', 'Pain', 'Stress', 'Fatigue', 'Eye Pressure']",
